fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,quality_category,so2_ratio,acid_alcohol_balance,sugar_acid_ratio
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7.0,2.0,0.46153846153846156,44.12811387900356,0.2529815684857246
8.2,0.31,0.4,2.2,0.058,6.0,10.0,0.99536,3.31,0.68,11.2,7.0,2.0,0.5454545454545454,36.0128617363344,0.26825996829654924
10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,7.0,2.0,0.5,35.48387096774193,0.20586217037545343
7.6,0.43,0.4,2.7,0.082,6.0,11.0,0.99538,3.44,0.54,12.2,6.0,1.0,0.5,28.30626450116009,0.35521641889225103
8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,5.0,1.0,0.375,49.28909952606635,0.22350311728031996
9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.99568,3.31,0.62,11.3,6.0,1.0,0.45454545454545453,31.301939058171747,0.23330741028774582
9.5,0.37,0.52,2.0,0.088,12.0,51.0,0.99613,3.29,0.58,11.1,6.0,1.0,0.23076923076923078,29.919137466307276,0.2105041574571098
6.4,0.57,0.12,2.3,0.11999999999999998,25.0,36.0,0.99519,3.47,0.71,11.3,7.0,2.0,0.6756756756756757,19.789842381786343,0.35931885642868294
8.0,0.59,0.05,2.0,0.089,12.0,32.0,0.99735,3.36,0.61,10.0,5.0,1.0,0.36363636363636365,16.920473773265652,0.2499687539057618
8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,6.0,1.0,0.46153846153846156,23.56687898089172,0.22350311728031996
7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,5.0,1.0,0.3684210526315789,16.577540106951872,0.2253203774116322
6.6,0.57,0.02,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,5.0,1.0,0.35294117647058826,16.637478108581437,0.3181336161187699
8.8,0.27,0.39,2.0,0.1,20.0,27.0,0.99546,3.15,0.69,11.2,6.0,1.0,0.7142857142857143,41.328413284132836,0.22724690376093626
8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,6.0,1.0,0.46153846153846156,23.56687898089172,0.22350311728031996
8.3,0.34,0.4,2.4,0.065,24.0,48.0,0.99554,3.34,0.86,11.0,6.0,1.0,0.4897959183673469,32.25806451612903,0.28912179255511383
9.0,0.38,0.41,2.4,0.103,6.0,10.0,0.99604,3.13,0.58,11.9,7.0,2.0,0.5454545454545454,31.233595800524935,0.2666370403288524
8.5,0.66,0.2,2.1,0.097,23.0,113.0,0.99733,3.13,0.48,9.2,5.0,1.0,0.20175438596491227,13.918305597579423,0.24702976120456419
9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,6.0,1.0,0.6170212765957447,30.42394014962593,0.2666370403288524
6.7,0.56,0.09,2.9,0.079,7.0,22.0,0.99669,3.46,0.61,10.2,5.0,1.0,0.30434782608695654,18.18181818181818,0.4327712281748992
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,6.0,1.0,0.5454545454545454,41.76245210727969,0.18267474281319104
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,6.0,1.0,0.5454545454545454,41.76245210727969,0.18267474281319104
10.1,0.38,0.5,2.4,0.104,6.0,13.0,0.99643,3.22,0.65,11.6,7.0,2.0,0.42857142857142855,30.446194225721783,0.2376002376002376
8.5,0.34,0.44,1.7,0.079,6.0,12.0,0.99605,3.52,0.63,10.7,5.0,1.0,0.46153846153846156,31.3782991202346,0.19997647335607577
8.8,0.33,0.41,3.6500000000000004,0.073,7.0,13.0,0.99658,3.3,0.62,12.1,7.0,2.0,0.5,36.55589123867069,0.41472559936370873
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,5.0,1.0,0.4794520547945205,22.871046228710465,0.2916261630329121
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,5.0,1.0,0.4794520547945205,22.871046228710465,0.2916261630329121
8.4,0.59,0.29,2.6,0.109,31.0,119.0,0.99801,3.15,0.5,9.1,5.0,1.0,0.25833333333333336,15.397631133671743,0.3094869658374003
7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,11.3,7.0,2.0,0.3,28.179551122194514,0.5142122553920868
12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,5.0,1.0,0.42857142857142855,23.059866962305986,0.11474469305794607
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,6.0,1.0,0.4444444444444444,20.95808383233533,0.20876826722338207
9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62,10.0,5.0,1.0,0.4482758620689655,11.614401858304298,0.1999789495842543
7.3,0.52,0.32,2.1,0.07,42.0,70.0,0.99418,3.34,0.82,12.9,6.0,1.0,0.5915492957746479,24.760076775431862,0.28763183125599234
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,6.0,1.0,0.4444444444444444,20.95808383233533,0.20876826722338207
12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,5.0,1.0,0.42857142857142855,23.059866962305986,0.11474469305794607
7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.99562,3.45,0.58,11.3,6.0,1.0,0.5833333333333334,19.44922547332186,0.2702337521956492
9.8,0.34,0.39,1.4,0.066,3.0,7.0,0.9947,3.19,0.55,11.4,7.0,2.0,0.375,33.43108504398827,0.14284256708499132
7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,3.44,0.5,9.4,5.0,1.0,0.49295774647887325,26.038781163434905,0.2253203774116322
7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,5.0,1.0,0.6785714285714286,24.04092071611253,0.22075055187637968
9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,3.14,0.51,10.9,6.0,1.0,0.6363636363636364,36.82432432432433,0.15462323471807032
7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,5.0,1.0,0.6785714285714286,24.04092071611253,0.22075055187637968
7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,5.0,1.0,0.4492753623188406,27.565982404692082,0.2816504717645402
6.5,0.4,0.1,2.0,0.076,30.0,47.0,0.99554,3.36,0.48,9.4,6.0,1.0,0.625,23.44139650872818,0.3076449776957391
7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,5.0,1.0,0.4492753623188406,27.565982404692082,0.2816504717645402
10.0,0.35,0.45,2.5,0.092,20.0,88.0,0.99918,3.15,0.43,9.4,5.0,1.0,0.2247191011235955,26.780626780626783,0.24997500249975005
7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,10.1,6.0,1.0,0.4523809523809524,16.80532445923461,0.2597065316192702
5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.6849999999999996,0.63,12.8,7.0,2.0,0.25,19.36459909228442,0.39278700232101416
5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.6849999999999996,0.63,12.8,7.0,2.0,0.25,19.36459909228442,0.39278700232101416
8.9,0.84,0.34,1.4,0.05,4.0,10.0,0.99554,3.12,0.48,9.1,6.0,1.0,0.36363636363636365,10.820451843043996,0.15728569823615324
6.4,0.69,0.0,1.65,0.055,7.0,12.0,0.9922475000000001,3.47,0.53,12.9,6.0,1.0,0.5384615384615384,18.668596237337194,0.25777222309014214
7.5,0.43,0.3,2.2,0.062,6.0,12.0,0.99495,3.44,0.72,11.5,7.0,2.0,0.46153846153846156,26.682134570765662,0.2932942274363418
9.9,0.35,0.38,1.5,0.058,31.0,47.0,0.99676,3.26,0.82,10.6,7.0,2.0,0.6458333333333334,30.1994301994302,0.1514998485001515
9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,7.0,2.0,0.4642857142857143,40.20618556701031,0.22524997253049117
6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7.0,2.0,0.4444444444444444,35.45706371191136,0.2646669607410675
8.2,0.43,0.29,1.6,0.081,27.0,45.0,0.99603,3.25,0.54,10.3,5.0,1.0,0.5869565217391305,23.897911832946637,0.19509815876112674
6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7.0,2.0,0.4444444444444444,35.45706371191136,0.2646669607410675
9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,7.0,2.0,0.4642857142857143,40.20618556701031,0.22524997253049117
9.1,0.3,0.34,2.0,0.064,12.0,25.0,0.99516,3.26,0.84,11.7,7.0,2.0,0.46153846153846156,38.87043189368771,0.2197560707614548
8.9,0.35,0.4,3.6,0.11,12.0,24.0,0.99549,3.23,0.7,12.0,7.0,2.0,0.48,34.18803418803419,0.40444893832153694
9.6,0.5,0.36,2.8,0.116,26.0,55.0,0.99722,3.18,0.68,10.9,5.0,1.0,0.4642857142857143,21.756487025948104,0.2916362878866785
8.9,0.28,0.45,1.7,0.067,7.0,12.0,0.99354,3.25,0.55,12.3,7.0,2.0,0.5384615384615384,43.77224199288256,0.19098977642961465
8.9,0.32,0.31,2.0,0.088,12.0,19.0,0.9957,3.17,0.55,10.4,6.0,1.0,0.6,32.398753894081,0.22469385462307606
7.7,1.005,0.15,2.1,0.102,11.0,32.0,0.99604,3.23,0.48,10.0,5.0,1.0,0.3333333333333333,9.940357852882705,0.2726918582002337
7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58,10.0,6.0,1.0,0.6875,14.064697609001406,0.21330489268097588
8.0,0.58,0.16,2.0,0.11999999999999998,3.0,7.0,0.99454,3.22,0.58,11.2,6.0,1.0,0.375,19.27710843373494,0.2499687539057618
10.5,0.39,0.46,2.2,0.075,14.0,27.0,0.99598,3.06,0.84,11.4,6.0,1.0,0.5,29.156010230179028,0.20950385677554523
8.9,0.38,0.4,2.2,0.068,12.0,28.0,0.99486,3.27,0.75,12.6,7.0,2.0,0.41379310344827586,33.07086614173228,0.24716324008538368
8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.9922475000000001,2.925,0.44,12.7,6.0,1.0,0.32727272727272727,70.1657458563536,0.11248593925759282
8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.9922475000000001,2.925,0.44,12.7,6.0,1.0,0.32727272727272727,70.1657458563536,0.11248593925759282
7.0,0.5,0.14,1.8,0.078,10.0,23.0,0.99636,3.53,0.61,10.4,5.0,1.0,0.4166666666666667,20.758483033932137,0.2571061276960434
11.3,0.36,0.66,2.4,0.11999999999999998,3.0,8.0,0.99642,3.2,0.53,11.9,6.0,1.0,0.3333333333333333,32.96398891966759,0.21237058667374567
11.3,0.36,0.66,2.4,0.11999999999999998,3.0,8.0,0.99642,3.2,0.53,11.9,6.0,1.0,0.3333333333333333,32.96398891966759,0.21237058667374567
7.0,0.51,0.09,2.1,0.062,4.0,9.0,0.99584,3.35,0.54,10.5,5.0,1.0,0.4,20.54794520547945,0.29995714897871734
8.2,0.32,0.42,2.3,0.098,3.0,9.0,0.99506,3.27,0.55,12.3,6.0,1.0,0.3,38.3177570093458,0.28045360321911966
7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,7.0,2.0,0.631578947368421,18.072289156626507,0.2337358784573432
8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.99822,3.33,0.6,10.4,6.0,1.0,0.38636363636363635,12.515042117930205,0.32554354144866876
7.9,0.31,0.32,1.9,0.066,14.0,36.0,0.99364,3.41,0.56,12.6,6.0,1.0,0.3783783783783784,40.51446945337621,0.24047588912795845
6.4,0.795,0.0,2.2,0.065,28.0,52.0,0.99378,3.49,0.52,11.6,5.0,1.0,0.5283018867924528,14.572864321608039,0.34369629745352287
7.2,0.34,0.21,2.5,0.075,41.0,68.0,0.99586,3.37,0.54,10.1,6.0,1.0,0.5942028985507246,29.618768328445743,0.3471740036106096
7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,7.0,2.0,0.631578947368421,18.072289156626507,0.2337358784573432
7.1,0.59,0.0,2.1,0.091,9.0,14.0,0.99488,3.42,0.55,11.5,7.0,2.0,0.6,19.4585448392555,0.2957329953527672
7.3,0.55,0.01,1.8,0.093,9.0,15.0,0.99514,3.35,0.58,11.0,7.0,2.0,0.5625,19.96370235934664,0.24654156964799342
8.1,0.82,0.0,3.6500000000000004,0.095,5.0,14.0,0.99854,3.36,0.53,9.6,5.0,1.0,0.3333333333333333,11.69305724725944,0.4505616590544378
7.5,0.57,0.08,2.6,0.089,14.0,27.0,0.99592,3.3,0.59,10.4,6.0,1.0,0.5,18.213660245183892,0.3466204506065858
8.9,0.745,0.18,2.5,0.077,15.0,48.0,0.99739,3.2,0.47,9.7,6.0,1.0,0.30612244897959184,13.002680965147452,0.2808673182788451
10.1,0.37,0.34,2.4,0.085,5.0,17.0,0.99683,3.17,0.65,10.6,7.0,2.0,0.2777777777777778,28.57142857142857,0.2376002376002376
7.6,0.31,0.34,2.5,0.082,26.0,35.0,0.99356,3.22,0.59,12.5,7.0,2.0,0.7222222222222222,40.19292604501608,0.3289040915668991
7.3,0.91,0.1,1.8,0.074,20.0,56.0,0.99672,3.35,0.56,9.2,5.0,1.0,0.3508771929824561,10.09879253567508,0.24654156964799342
8.7,0.41,0.41,3.6500000000000004,0.078,25.0,42.0,0.9953,3.24,0.77,12.6,7.0,2.0,0.5813953488372093,30.656934306569344,0.4194920124123665
8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,6.0,1.0,0.525,22.15568862275449,0.24716324008538368
7.4,0.965,0.0,2.2,0.088,16.0,32.0,0.99756,3.58,0.67,10.2,5.0,1.0,0.48484848484848486,10.559006211180124,0.29725712741521415
6.9,0.49,0.19,1.7,0.079,13.0,26.0,0.99547,3.38,0.64,9.8,6.0,1.0,0.48148148148148145,19.959266802443995,0.24634110998406025
8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,6.0,1.0,0.525,22.15568862275449,0.24716324008538368
9.5,0.39,0.41,3.6500000000000004,0.069,18.0,39.0,0.99859,3.29,0.81,10.9,7.0,2.0,0.45,27.877237851662404,0.3841700873592254
6.4,0.39,0.33,3.3,0.046,12.0,53.0,0.99294,3.36,0.62,12.2,6.0,1.0,0.2222222222222222,31.202046035805623,0.5155444461802843
6.9,0.44,0.0,1.4,0.07,32.0,38.0,0.99438,3.32,0.58,11.4,6.0,1.0,0.8205128205128205,25.850340136054424,0.20286914939863784
7.6,0.78,0.0,1.7,0.076,33.0,45.0,0.99612,3.31,0.62,10.7,6.0,1.0,0.717391304347826,13.700384122919333,0.22365478226549138
7.1,0.43,0.17,1.8,0.082,27.0,51.0,0.99634,3.49,0.64,10.4,5.0,1.0,0.5192307692307693,24.129930394431554,0.2534854245880862
9.3,0.49,0.36,1.7,0.081,3.0,14.0,0.99702,3.27,0.78,10.9,6.0,1.0,0.2,22.19959266802444,0.18277604558649607
9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.99704,3.27,0.77,10.8,6.0,1.0,0.3333333333333333,21.55688622754491,0.19352757767981937
7.1,0.43,0.17,1.8,0.082,27.0,51.0,0.99634,3.49,0.64,10.4,5.0,1.0,0.5192307692307693,24.129930394431554,0.2534854245880862
8.5,0.46,0.59,1.4,0.11999999999999998,16.0,45.0,0.99702,3.03,0.9999999999999999,9.2,5.0,1.0,0.34782608695652173,19.956616052060735,0.16468650746970945
5.6,0.605,0.05,2.4,0.073,19.0,25.0,0.99258,3.56,0.55,12.9,5.0,1.0,0.7307692307692307,21.28712871287129,0.42849491162292447
8.3,0.33,0.42,2.3,0.07,9.0,20.0,0.99426,3.38,0.77,12.7,7.0,2.0,0.42857142857142855,38.36858006042296,0.2770750511986507
8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,3.13,0.62,9.1,6.0,1.0,0.0641025641025641,14.196567862714508,0.2438726984514084
8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,3.13,0.62,9.1,6.0,1.0,0.0641025641025641,14.196567862714508,0.2438726984514084
8.9,0.48,0.53,3.6500000000000004,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,7.0,2.0,0.2727272727272727,25.155925155925157,0.41006628468711387
7.6,0.42,0.25,3.6500000000000004,0.104,28.0,90.0,0.99784,3.15,0.57,9.1,5.0,1.0,0.3076923076923077,21.61520190023753,0.4801999736876727
9.9,0.53,0.57,2.4,0.093,30.0,52.0,0.9971,3.19,0.76,11.6,7.0,2.0,0.5660377358490566,21.845574387947266,0.2423997576002424
8.9,0.48,0.53,3.6500000000000004,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,7.0,2.0,0.2727272727272727,25.155925155925157,0.41006628468711387
11.6,0.23,0.57,1.8,0.074,3.0,8.0,0.9981,3.14,0.7,9.9,6.0,1.0,0.3333333333333333,42.857142857142854,0.15515903801396433
9.1,0.4,0.5,1.8,0.071,7.0,16.0,0.99462,3.21,0.69,12.5,7.5,,0.4117647058823529,31.172069825436406,0.19778046368530933
8.0,0.38,0.44,1.9,0.098,6.0,15.0,0.9956,3.3,0.64,11.4,6.0,1.0,0.375,29.921259842519685,0.2374703162104737
10.2,0.29,0.65,2.4,0.075,6.0,17.0,0.99565,3.22,0.63,11.8,6.0,1.0,0.3333333333333333,40.54982817869416,0.23527105185766103
8.2,0.74,0.09,2.0,0.067,5.0,10.0,0.99418,3.28,0.57,11.8,6.0,1.0,0.45454545454545453,15.924426450742242,0.2438726984514084
7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,10.2,6.0,1.0,0.2857142857142857,16.69394435351882,0.31164783794312423
6.6,0.52,0.08,2.4,0.07,13.0,26.0,0.99358,3.4,0.72,12.5,7.0,2.0,0.48148148148148145,23.99232245681382,0.3635812755643084
11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,7.0,2.0,0.2727272727272727,35.04823151125402,0.198180344113143
11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,7.0,2.0,0.2727272727272727,35.04823151125402,0.198180344113143
8.0,0.62,0.35,2.8,0.086,28.0,52.0,0.997,3.31,0.62,10.8,5.0,1.0,0.5283018867924528,17.39130434782609,0.34995625546806647
9.3,0.33,0.45,1.5,0.057,19.0,37.0,0.99498,3.18,0.89,11.1,7.0,2.0,0.5,33.53474320241691,0.16127298139984947
7.5,0.77,0.2,3.6500000000000004,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,5.0,1.0,0.3225806451612903,11.9325551232166,0.48660178642847624
7.2,0.35,0.26,1.8,0.083,33.0,75.0,0.9968,3.4,0.58,9.5,6.0,1.0,0.4342105263157895,27.065527065527068,0.24996528259963893
8.0,0.62,0.33,2.7,0.088,16.0,37.0,0.9972,3.31,0.58,10.7,6.0,1.0,0.42105263157894735,17.23027375201288,0.33745781777277845
7.5,0.77,0.2,3.6500000000000004,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,5.0,1.0,0.3225806451612903,11.9325551232166,0.48660178642847624
9.1,0.25,0.34,2.0,0.071,42.0,67.0,0.99769,3.44,0.86,10.2,7.0,2.0,0.6176470588235294,40.63745019920319,0.2197560707614548
9.9,0.32,0.56,2.0,0.073,3.0,8.0,0.99534,3.15,0.73,11.4,6.0,1.0,0.3333333333333333,35.51401869158879,0.201999798000202
8.6,0.37,0.65,3.6500000000000004,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,5.0,1.0,0.3333333333333333,29.649595687331537,0.4243692593884433
8.6,0.37,0.65,3.6500000000000004,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,5.0,1.0,0.3333333333333333,29.649595687331537,0.4243692593884433
7.9,0.3,0.68,3.6500000000000004,0.05,37.5,122.0,0.99316,3.01,0.51,12.3,7.0,2.0,0.3048780487804878,40.863787375415285,0.46196683964055185
10.3,0.27,0.56,1.4,0.047,3.0,8.0,0.99471,3.16,0.51,11.8,6.0,1.0,0.3333333333333333,43.542435424354245,0.13590913503543345
7.9,0.3,0.68,3.6500000000000004,0.05,37.5,122.0,0.99316,3.01,0.51,12.3,7.0,2.0,0.3048780487804878,40.863787375415285,0.46196683964055185
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,6.0,1.0,0.43661971830985913,24.93438320209974,0.24996528259963893
8.7,0.42,0.45,2.4,0.072,32.0,59.0,0.99617,3.33,0.77,12.0,6.0,1.0,0.5333333333333333,28.503562945368174,0.2758303643259396
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,6.0,1.0,0.43661971830985913,24.93438320209974,0.24996528259963893
6.8,0.48,0.08,1.8,0.074,40.0,64.0,0.99529,3.12,0.49,9.6,5.0,1.0,0.6153846153846154,19.95841995841996,0.2646669607410675
8.5,0.34,0.4,3.6500000000000004,0.055,3.0,9.0,0.99738,3.38,0.66,11.6,7.0,2.0,0.3,34.01759530791789,0.42936125161745686
7.9,0.19,0.42,1.6,0.057,18.0,30.0,0.994,3.29,0.69,11.2,6.0,1.0,0.5806451612903226,58.63874345549738,0.2025060118972282
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,7.0,2.0,0.5238095238095238,24.087591240875916,0.12929919834497028
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,7.0,2.0,0.5238095238095238,24.087591240875916,0.12929919834497028
10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.99451,2.98,0.63,11.8,7.5,,0.56,45.21072796934866,0.18998100189981001
7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,6.0,1.0,0.4,33.43108504398827,0.2531325148715352
7.0,0.54,0.09,2.0,0.081,10.0,16.0,0.99479,3.43,0.59,11.5,6.0,1.0,0.5882352941176471,21.256931608133087,0.285673475217826
9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,7.0,2.0,0.34375,38.58520900321543,0.23910444516900342
6.6,0.725,0.09,3.6500000000000004,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,6.0,1.0,0.5,14.876033057851242,0.5529465232540525
9.4,0.4,0.47,2.5,0.087,6.0,20.0,0.99772,3.15,0.5,10.5,5.0,1.0,0.2857142857142857,26.18453865336658,0.2659291564727157
6.6,0.725,0.09,3.6500000000000004,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,6.0,1.0,0.5,14.876033057851242,0.5529465232540525
8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5.0,1.0,0.2631578947368421,18.042226487523994,0.17439832577607256
8.0,0.31,0.45,2.1,0.11999999999999998,5.0,16.0,0.99358,3.15,0.81,12.5,7.0,2.0,0.29411764705882354,40.19292604501608,0.2624671916010499
8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5.0,1.0,0.2631578947368421,18.042226487523994,0.17439832577607256
8.4,0.34,0.42,2.1,0.072,23.0,36.0,0.99392,3.11,0.78,12.4,6.0,1.0,0.6216216216216216,36.36363636363636,0.24997024163790027
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6.0,1.0,0.5384615384615384,24.43991853360489,0.2837454398054317
6.1,0.48,0.09,1.7,0.078,18.0,30.0,0.99402,3.45,0.54,11.2,6.0,1.0,0.5806451612903226,23.284823284823283,0.27864284543517454
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6.0,1.0,0.5384615384615384,24.43991853360489,0.2837454398054317
8.0,0.48,0.34,2.2,0.073,16.0,25.0,0.9936,3.28,0.66,12.4,6.0,1.0,0.6153846153846154,25.779625779625782,0.274965629296338
6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,5.0,1.0,0.26,22.416812609457097,0.33328043167751153
8.2,0.23,0.42,1.9,0.069,9.0,17.0,0.99376,3.21,0.54,12.3,6.0,1.0,0.5,53.24675324675325,0.23167906352883796
9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,7.0,2.0,0.4,38.87043189368771,0.2197560707614548
8.1,0.78,0.1,3.3,0.09,4.0,13.0,0.99855,3.36,0.49,9.5,5.0,1.0,0.2857142857142857,12.163892445582587,0.4073571164053821
10.8,0.47,0.43,2.1,0.11999999999999998,27.0,66.0,0.9982,3.17,0.76,10.8,6.0,1.0,0.40298507462686567,22.929936305732486,0.19442644199611148
8.3,0.53,0.0,1.4,0.07,6.0,14.0,0.99593,3.25,0.64,10.0,6.0,1.0,0.4,18.832391713747644,0.16865437899048305
5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,3.6849999999999996,0.64,12.3,7.0,2.0,0.4107142857142857,29.21615201900238,0.3703017959637104
7.9,0.33,0.41,1.5,0.056,6.0,35.0,0.99396,3.29,0.71,11.0,6.0,1.0,0.16666666666666666,33.23262839879154,0.18984938615365143
8.9,0.24,0.39,1.6,0.074,3.0,10.0,0.99698,3.12,0.59,9.5,6.0,1.0,0.2727272727272727,39.41908713692946,0.17975508369846085
5.0,0.4,0.5,3.6500000000000004,0.046,29.0,80.0,0.9922475000000001,3.49,0.66,13.5,6.0,1.0,0.35802469135802467,33.66583541147132,0.7298540291941612
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6.0,1.0,0.6818181818181818,16.353111432706225,0.3570918440222825
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6.0,1.0,0.6818181818181818,16.353111432706225,0.3570918440222825
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6.0,1.0,0.6818181818181818,16.353111432706225,0.3570918440222825
7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.99252,3.3,0.53,13.3,6.0,1.0,0.56,34.0153452685422,0.2957329953527672
5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,12.9,5.0,1.0,0.4375,19.51588502269289,0.44634886627387965
7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,7.5,,0.4444444444444444,24.21441774491682,0.31641564358941904
6.6,0.5,0.0,1.8,0.062,21.0,28.0,0.99352,3.44,0.55,12.3,6.0,1.0,0.7241379310344828,24.550898203592816,0.2726859566732313
6.3,0.47,0.0,1.4,0.055,27.0,33.0,0.9922475000000001,3.45,0.48,12.3,6.0,1.0,0.7941176470588235,26.114649681528665,0.22218695445167433
10.7,0.4,0.37,1.9,0.081,17.0,29.0,0.99674,3.12,0.65,11.2,6.0,1.0,0.5666666666666667,27.93017456359102,0.17755349967292777
6.5,0.58,0.0,2.2,0.096,3.0,13.0,0.99557,3.62,0.62,11.5,4.0,0.0,0.21428571428571427,19.793459552495698,0.338409475465313
8.8,0.24,0.35,1.7,0.055,13.0,27.0,0.99394,3.14,0.59,11.3,7.0,2.0,0.4642857142857143,46.88796680497926,0.19315986819679581
5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.9922475000000001,3.39,0.54,13.5,6.0,1.0,0.25,46.39175257731959,0.2930529219100155
